  0.586385E-01  -0.306609E+01   0.293191E+01   0.300947E+03
  0.585546E-01  -0.921074E+01   0.255779E+01   0.301128E+03
  0.585812E-01  -0.150020E+02   0.218684E+01   0.301072E+03
  0.586647E-01  -0.196856E+02   0.180878E+01   0.300991E+03
  0.588252E-01  -0.226579E+02   0.113741E+01   0.300927E+03
  0.590308E-01  -0.235219E+02  -0.110598E+00   0.300903E+03
  0.592062E-01  -0.224777E+02  -0.192385E+01   0.300921E+03
  0.592983E-01  -0.204045E+02  -0.388230E+01   0.300958E+03
  0.593124E-01  -0.182041E+02  -0.546020E+01   0.300993E+03
  0.592859E-01  -0.164229E+02  -0.639263E+01   0.301018E+03
  0.593208E-01  -0.148424E+02  -0.677299E+01   0.301040E+03
  0.593487E-01  -0.131540E+02  -0.710539E+01   0.301061E+03
  0.593750E-01  -0.113874E+02  -0.742665E+01   0.301081E+03
  0.593993E-01  -0.954226E+01  -0.774846E+01   0.301099E+03
  0.594213E-01  -0.761856E+01  -0.807101E+01   0.301113E+03
  0.594405E-01  -0.561679E+01  -0.838874E+01   0.301125E+03
  0.594563E-01  -0.353904E+01  -0.869514E+01   0.301133E+03
  0.594682E-01  -0.138935E+01  -0.898569E+01   0.301138E+03
  0.594771E-01   0.835034E+00  -0.925405E+01   0.301139E+03
  0.594834E-01   0.311468E+01  -0.946633E+01   0.301135E+03
  0.594733E-01   0.538651E+01  -0.960954E+01   0.301127E+03
  0.595932E-01   0.834152E+01  -0.911205E+01   0.301114E+03
  0.597211E-01   0.128569E+02  -0.789997E+01   0.301080E+03
  0.597924E-01   0.188903E+02  -0.591992E+01   0.301004E+03
  0.596912E-01   0.255714E+02  -0.353610E+01   0.300875E+03
  0.593887E-01   0.312731E+02  -0.152973E+01   0.300729E+03
  0.590401E-01   0.347097E+02  -0.410570E+00   0.300630E+03
  0.588271E-01   0.359489E+02  -0.291478E-01   0.300602E+03
  0.587530E-01   0.360092E+02   0.400486E-01   0.300616E+03
  0.587345E-01   0.357406E+02   0.400946E-01   0.300641E+03
  0.587285E-01   0.354628E+02   0.338249E-01   0.300663E+03
  0.587252E-01   0.352442E+02   0.296388E-01   0.300681E+03
  0.587230E-01   0.350864E+02   0.277904E-01   0.300693E+03
  0.587216E-01   0.349762E+02   0.280584E-01   0.300702E+03
  0.587208E-01   0.348992E+02   0.304760E-01   0.300707E+03
  0.587205E-01   0.348438E+02   0.352368E-01   0.300711E+03
  0.587206E-01   0.348030E+02   0.421665E-01   0.300714E+03
  0.587210E-01   0.347728E+02   0.501132E-01   0.300716E+03
  0.587215E-01   0.347511E+02   0.575082E-01   0.300718E+03
  0.587220E-01   0.347365E+02   0.634161E-01   0.300719E+03
  0.587220E-01   0.347247E+02   0.676233E-01   0.300720E+03
  0.587215E-01   0.347109E+02   0.696876E-01   0.300721E+03
  0.587210E-01   0.346931E+02   0.690444E-01   0.300722E+03
  0.587204E-01   0.346713E+02   0.656042E-01   0.300724E+03
  0.587199E-01   0.346461E+02   0.600356E-01   0.300725E+03
  0.587193E-01   0.346186E+02   0.537521E-01   0.300727E+03
  0.587187E-01   0.345893E+02   0.483993E-01   0.300729E+03
  0.587179E-01   0.345585E+02   0.450850E-01   0.300732E+03
  0.587169E-01   0.345256E+02   0.439762E-01   0.300734E+03
  0.587159E-01   0.344903E+02   0.445647E-01   0.300736E+03
  0.587150E-01   0.344529E+02   0.462373E-01   0.300738E+03
  0.587143E-01   0.344141E+02   0.486352E-01   0.300741E+03
  0.587138E-01   0.343754E+02   0.516779E-01   0.300743E+03
  0.587136E-01   0.343377E+02   0.554166E-01   0.300745E+03
  0.587135E-01   0.343023E+02   0.598800E-01   0.300747E+03
  0.587137E-01   0.342697E+02   0.649872E-01   0.300749E+03
  0.587139E-01   0.342405E+02   0.705311E-01   0.300751E+03
  0.587143E-01   0.342150E+02   0.762202E-01   0.300752E+03
  0.587147E-01   0.341932E+02   0.817445E-01   0.300753E+03
  0.587151E-01   0.341752E+02   0.868607E-01   0.300755E+03
  0.587151E-01   0.341586E+02   0.909727E-01   0.300756E+03
  0.587147E-01   0.341392E+02   0.933776E-01   0.300757E+03
  0.587141E-01   0.341144E+02   0.937738E-01   0.300758E+03
  0.587135E-01   0.340834E+02   0.922177E-01   0.300760E+03
  0.587128E-01   0.340452E+02   0.893568E-01   0.300762E+03
  0.587119E-01   0.339986E+02   0.865088E-01   0.300764E+03
  0.587107E-01   0.339410E+02   0.852544E-01   0.300767E+03
  0.587090E-01   0.338683E+02   0.863941E-01   0.300770E+03
  0.587067E-01   0.337747E+02   0.888520E-01   0.300774E+03
  0.587041E-01   0.336552E+02   0.897958E-01   0.300779E+03
  0.587019E-01   0.335093E+02   0.865257E-01   0.300785E+03
  0.587006E-01   0.333423E+02   0.786057E-01   0.300792E+03
  0.587000E-01   0.331640E+02   0.680162E-01   0.300800E+03
  0.586999E-01   0.329835E+02   0.573476E-01   0.300807E+03
  0.586996E-01   0.328068E+02   0.481437E-01   0.300815E+03
  0.586990E-01   0.326371E+02   0.406829E-01   0.300822E+03
  0.586980E-01   0.324762E+02   0.346347E-01   0.300829E+03
  0.586969E-01   0.323264E+02   0.296162E-01   0.300836E+03
  0.586956E-01   0.321904E+02   0.253315E-01   0.300843E+03
  0.586942E-01   0.320707E+02   0.215698E-01   0.300850E+03
  0.586929E-01   0.319697E+02   0.181363E-01   0.300856E+03
  0.586916E-01   0.318897E+02   0.147300E-01   0.300861E+03
  0.586906E-01   0.318332E+02   0.108299E-01   0.300865E+03
  0.586901E-01   0.318044E+02   0.552449E-02   0.300868E+03
  0.586903E-01   0.318102E+02  -0.268453E-02   0.300870E+03
  0.586913E-01   0.318605E+02  -0.159365E-01   0.300870E+03
  0.586928E-01   0.319660E+02  -0.362380E-01   0.300868E+03
  0.586939E-01   0.321334E+02  -0.646438E-01   0.300864E+03
  0.586934E-01   0.323600E+02  -0.100097E+00   0.300857E+03
  0.586905E-01   0.326326E+02  -0.139808E+00   0.300849E+03
  0.586853E-01   0.329311E+02  -0.181494E+00   0.300840E+03
  0.586784E-01   0.332370E+02  -0.224694E+00   0.300830E+03
  0.586707E-01   0.335366E+02  -0.270256E+00   0.300820E+03
  0.586628E-01   0.338218E+02  -0.319116E+00   0.300811E+03
  0.586551E-01   0.340881E+02  -0.371478E+00   0.300802E+03
  0.586475E-01   0.343328E+02  -0.426559E+00   0.300794E+03
  0.586404E-01   0.345545E+02  -0.482814E+00   0.300786E+03
  0.586337E-01   0.347521E+02  -0.538330E+00   0.300780E+03
  0.586275E-01   0.349256E+02  -0.591215E+00   0.300774E+03
  0.586219E-01   0.350749E+02  -0.639979E+00   0.300768E+03
  0.587415E-01  -0.146248E+01   0.344552E+01   0.300847E+03
  0.586466E-01  -0.453891E+01   0.311359E+01   0.301121E+03
  0.586537E-01  -0.759268E+01   0.269497E+01   0.301120E+03
  0.587021E-01  -0.100722E+02   0.220412E+01   0.301093E+03
  0.587976E-01  -0.115339E+02   0.128592E+01   0.301075E+03
  0.589104E-01  -0.117346E+02  -0.354192E+00   0.301072E+03
  0.589908E-01  -0.109066E+02  -0.261166E+01   0.301079E+03
  0.590175E-01  -0.960217E+01  -0.493914E+01   0.301088E+03
  0.590072E-01  -0.833322E+01  -0.675856E+01   0.301093E+03
  0.589827E-01  -0.735740E+01  -0.785362E+01   0.301097E+03
  0.589968E-01  -0.650713E+01  -0.838633E+01   0.301100E+03
  0.590068E-01  -0.558337E+01  -0.885336E+01   0.301103E+03
  0.590162E-01  -0.460699E+01  -0.929895E+01   0.301106E+03
  0.590249E-01  -0.357899E+01  -0.973775E+01   0.301108E+03
  0.590327E-01  -0.250103E+01  -0.101694E+02   0.301110E+03
  0.590394E-01  -0.137538E+01  -0.105855E+02   0.301110E+03
  0.590448E-01  -0.205077E+00  -0.109754E+02   0.301110E+03
  0.590491E-01   0.100482E+01  -0.113296E+02   0.301109E+03
  0.590521E-01   0.224547E+01  -0.116350E+02   0.301107E+03
  0.590537E-01   0.351566E+01  -0.118826E+02   0.301105E+03
  0.590463E-01   0.477341E+01  -0.120410E+02   0.301102E+03
  0.591200E-01   0.644805E+01  -0.116725E+02   0.301100E+03
  0.592162E-01   0.917686E+01  -0.105227E+02   0.301097E+03
  0.593068E-01   0.131571E+02  -0.831913E+01   0.301079E+03
  0.593056E-01   0.180165E+02  -0.530244E+01   0.301031E+03
  0.591488E-01   0.225885E+02  -0.248495E+01   0.300955E+03
  0.589155E-01   0.256651E+02  -0.769123E+00   0.300887E+03
  0.587573E-01   0.270507E+02  -0.130639E+00   0.300853E+03
  0.587022E-01   0.274583E+02   0.700657E-02   0.300845E+03
  0.586913E-01   0.275479E+02   0.216978E-01   0.300846E+03
  0.586898E-01   0.275759E+02   0.192987E-01   0.300849E+03
  0.586894E-01   0.275964E+02   0.163171E-01   0.300852E+03
  0.586890E-01   0.276168E+02   0.142218E-01   0.300855E+03
  0.586886E-01   0.276370E+02   0.129128E-01   0.300857E+03
  0.586882E-01   0.276562E+02   0.123639E-01   0.300858E+03
  0.586876E-01   0.276735E+02   0.129117E-01   0.300859E+03
  0.586871E-01   0.276877E+02   0.149188E-01   0.300859E+03
  0.586867E-01   0.276984E+02   0.179843E-01   0.300860E+03
  0.586863E-01   0.277060E+02   0.211983E-01   0.300860E+03
  0.586861E-01   0.277112E+02   0.239029E-01   0.300860E+03
  0.586861E-01   0.277153E+02   0.258350E-01   0.300861E+03
  0.586862E-01   0.277200E+02   0.266189E-01   0.300861E+03
  0.586863E-01   0.277259E+02   0.257345E-01   0.300861E+03
  0.586864E-01   0.277333E+02   0.230001E-01   0.300862E+03
  0.586865E-01   0.277426E+02   0.189173E-01   0.300862E+03
  0.586866E-01   0.277540E+02   0.147179E-01   0.300863E+03
  0.586866E-01   0.277673E+02   0.118683E-01   0.300863E+03
  0.586864E-01   0.277817E+02   0.112561E-01   0.300863E+03
  0.586861E-01   0.277961E+02   0.127495E-01   0.300864E+03
  0.586858E-01   0.278095E+02   0.155019E-01   0.300864E+03
  0.586854E-01   0.278213E+02   0.186152E-01   0.300865E+03
  0.586851E-01   0.278314E+02   0.215819E-01   0.300866E+03
  0.586849E-01   0.278401E+02   0.243134E-01   0.300866E+03
  0.586847E-01   0.278476E+02   0.269450E-01   0.300867E+03
  0.586845E-01   0.278543E+02   0.296450E-01   0.300867E+03
  0.586844E-01   0.278602E+02   0.325057E-01   0.300868E+03
  0.586843E-01   0.278655E+02   0.355133E-01   0.300868E+03
  0.586842E-01   0.278700E+02   0.385698E-01   0.300869E+03
  0.586841E-01   0.278739E+02   0.415385E-01   0.300869E+03
  0.586840E-01   0.278772E+02   0.442937E-01   0.300869E+03
  0.586841E-01   0.278802E+02   0.465814E-01   0.300870E+03
  0.586841E-01   0.278836E+02   0.480536E-01   0.300870E+03
  0.586842E-01   0.278876E+02   0.484906E-01   0.300871E+03
  0.586842E-01   0.278924E+02   0.479827E-01   0.300871E+03
  0.586842E-01   0.278979E+02   0.472081E-01   0.300872E+03
  0.586841E-01   0.279038E+02   0.475314E-01   0.300873E+03
  0.586839E-01   0.279090E+02   0.505600E-01   0.300873E+03
  0.586834E-01   0.279113E+02   0.569670E-01   0.300874E+03
  0.586826E-01   0.279074E+02   0.651691E-01   0.300876E+03
  0.586816E-01   0.278944E+02   0.713628E-01   0.300878E+03
  0.586809E-01   0.278717E+02   0.717962E-01   0.300880E+03
  0.586807E-01   0.278426E+02   0.656116E-01   0.300883E+03
  0.586810E-01   0.278130E+02   0.552966E-01   0.300886E+03
  0.586816E-01   0.277882E+02   0.443875E-01   0.300890E+03
  0.586820E-01   0.277712E+02   0.350963E-01   0.300894E+03
  0.586821E-01   0.277625E+02   0.278524E-01   0.300898E+03
  0.586818E-01   0.277615E+02   0.221752E-01   0.300902E+03
  0.586813E-01   0.277675E+02   0.174934E-01   0.300906E+03
  0.586805E-01   0.277807E+02   0.133661E-01   0.300910E+03
  0.586796E-01   0.278014E+02   0.948814E-02   0.300914E+03
  0.586785E-01   0.278301E+02   0.557889E-02   0.300918E+03
  0.586774E-01   0.278678E+02   0.115381E-02   0.300922E+03
  0.586763E-01   0.279165E+02  -0.461793E-02   0.300925E+03
  0.586755E-01   0.279800E+02  -0.131216E-01   0.300927E+03
  0.586750E-01   0.280638E+02  -0.264601E-01   0.300928E+03
  0.586749E-01   0.281747E+02  -0.473554E-01   0.300927E+03
  0.586747E-01   0.283184E+02  -0.778657E-01   0.300926E+03
  0.586737E-01   0.284954E+02  -0.118097E+00   0.300923E+03
  0.586711E-01   0.286982E+02  -0.164634E+00   0.300918E+03
  0.586666E-01   0.289114E+02  -0.211649E+00   0.300913E+03
  0.586606E-01   0.291171E+02  -0.254726E+00   0.300908E+03
  0.586540E-01   0.293015E+02  -0.292861E+00   0.300904E+03
  0.586477E-01   0.294578E+02  -0.327551E+00   0.300900E+03
  0.586420E-01   0.295850E+02  -0.360903E+00   0.300897E+03
  0.586373E-01   0.296859E+02  -0.394427E+00   0.300894E+03
  0.586335E-01   0.297645E+02  -0.428632E+00   0.300892E+03
  0.586305E-01   0.298254E+02  -0.463187E+00   0.300890E+03
  0.586281E-01   0.298722E+02  -0.497237E+00   0.300889E+03
  0.586262E-01   0.299083E+02  -0.529710E+00   0.300888E+03
  0.586247E-01   0.299360E+02  -0.559535E+00   0.300887E+03
  0.587571E-01  -0.991083E+00   0.396938E+01   0.300769E+03
  0.586575E-01  -0.313873E+01   0.370850E+01   0.301098E+03
  0.586610E-01  -0.534337E+01   0.324871E+01   0.301116E+03
  0.587017E-01  -0.714960E+01   0.263204E+01   0.301101E+03
  0.587801E-01  -0.818409E+01   0.141575E+01   0.301089E+03
  0.588682E-01  -0.824431E+01  -0.706542E+00   0.301086E+03
  0.589260E-01  -0.752453E+01  -0.349830E+01   0.301087E+03
  0.589410E-01  -0.647766E+01  -0.624665E+01   0.301086E+03
  0.589298E-01  -0.549310E+01  -0.832109E+01   0.301083E+03
  0.589098E-01  -0.474918E+01  -0.957595E+01   0.301081E+03
  0.589200E-01  -0.410434E+01  -0.102737E+02   0.301080E+03
