  0.770760E-02   0.113319E+02  -0.132538E+01   0.224156E+04
  0.793319E-02   0.184484E+02   0.223338E+01   0.218120E+04
  0.820209E-02   0.263529E+02   0.563454E+01   0.211250E+04
  0.848009E-02   0.346491E+02   0.862762E+01   0.204511E+04
  0.870496E-02   0.430500E+02   0.111572E+02   0.199332E+04
  0.881197E-02   0.513984E+02   0.132485E+02   0.196953E+04
  0.876343E-02   0.596181E+02   0.149520E+02   0.198035E+04
  0.856043E-02   0.676771E+02   0.163175E+02   0.202666E+04
  0.823650E-02   0.755621E+02   0.173863E+02   0.210474E+04
  0.784286E-02   0.832645E+02   0.181952E+02   0.220681E+04
  0.743149E-02   0.907784E+02   0.187891E+02   0.232178E+04
  0.703874E-02   0.981160E+02   0.192335E+02   0.243851E+04
  0.668078E-02   0.105292E+03   0.195998E+02   0.254936E+04
  0.635697E-02   0.112325E+03   0.199541E+02   0.265195E+04
  0.606055E-02   0.119206E+03   0.203326E+02   0.274705E+04
  0.578589E-02   0.125900E+03   0.207496E+02   0.283641E+04
  0.552618E-02   0.132412E+03   0.212304E+02   0.292269E+04
  0.527568E-02   0.138719E+03   0.217872E+02   0.300891E+04
  0.502984E-02   0.144815E+03   0.224327E+02   0.309857E+04
  0.478637E-02   0.150670E+03   0.231755E+02   0.319618E+04
  0.453756E-02   0.156326E+03   0.240491E+02   0.330991E+04
  0.427648E-02   0.161761E+03   0.250612E+02   0.345262E+04
  0.400225E-02   0.166912E+03   0.261801E+02   0.363918E+04
  0.373497E-02   0.171565E+03   0.273166E+02   0.386501E+04
  0.350595E-02   0.175492E+03   0.284058E+02   0.409143E+04
  0.333047E-02   0.178607E+03   0.294576E+02   0.428204E+04
  0.320120E-02   0.180883E+03   0.304766E+02   0.442921E+04
  0.310610E-02   0.182246E+03   0.314063E+02   0.453962E+04
  0.303630E-02   0.182622E+03   0.321745E+02   0.462114E+04
  0.298627E-02   0.181965E+03   0.327204E+02   0.467967E+04
  0.295269E-02   0.180259E+03   0.330046E+02   0.471903E+04
  0.293319E-02   0.177545E+03   0.330050E+02   0.474197E+04
  0.292596E-02   0.173921E+03   0.327224E+02   0.475065E+04
  0.292977E-02   0.169506E+03   0.321819E+02   0.474650E+04
  0.294379E-02   0.164414E+03   0.314169E+02   0.473048E+04
  0.296752E-02   0.158760E+03   0.304635E+02   0.470311E+04
